Site	Round	Plant_id	Plant_Family	Plant_Gen_Sp	Insect_id	Insect_Order	Insect_Family	Insect_Gen_Sp	Number_of_visits_per6min
MED3CA	5	6	Cistacea	Cistus_monspeliensis	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
SEL2OP	2	32	Asteracea	Sonchus_tenerrinus	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MED3CA	5	24	Labiada	Lavandula_stoechas	177	Diptera	Bumbilidae	D22	1
FRA2OP	1	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	3
MED3CA	6	6	Cistacea	Cistus_monspeliensis	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
FRA2OP	1	25	Cactacea	Opuntia_stricta	213	Hymenoptera	Scolidae	Scolia	1
MED3CA	6	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	3
FRA2OP	1	25	Cactacea	Opuntia_stricta	217	Hymenoptera	Megachilidae	Anthidium	1
MED3CA	6	6	Cistacea	Cistus_monspeliensis	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
FRA2OP	1	25	Cactacea	Opuntia_stricta	252	Hymenoptera	Formicidae	Camponotus_aetiops	2
FRA2OP	2	25	Cactacea	Opuntia_stricta	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
FRA2OP	2	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	7
FRA2OP	2	25	Cactacea	Opuntia_stricta	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
MED4CA	1	64	Labiada	Rosmarinus_officinalis	172	Lepidoptera	Lycaneidae	Callophrys_rubi	1
MED4CA	1	5	Cistacea	Cistus_albidus	185	Hymenoptera	Andrenidae	Andrena	2
MED4CA	1	7	Cistacea	Cistus_salvifolius	185	Hymenoptera	Andrenidae	Andrena	1
FRA2OP	2	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	2
MED4CA	1	5	Cistacea	Cistus_albidus	205	Coleoptera	Coleoptera2	C56	1
MED4CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED4CA	2	5	Cistacea	Cistus_albidus	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED4CA	2	24	Labiada	Lavandula_stoechas	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
MED4CA	2	7	Cistacea	Cistus_salvifolius	13	Hymenoptera	Apoidea	Apis_melifera	1
MED4CA	2	64	Labiada	Rosmarinus_officinalis	13	Hymenoptera	Apoidea	Apis_melifera	1
MED4CA	2	24	Labiada	Lavandula_stoechas	56	Diptera	Bumbilidae	Conophorus_virescens	1
FRA2OP	2	25	Cactacea	Opuntia_stricta	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	2	5	Cistacea	Cistus_albidus	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	2	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	114	Coleoptera	Dasytidae	Psilothrix	1
MED4CA	2	7	Cistacea	Cistus_salvifolius	114	Coleoptera	Dasytidae	Psilothrix	2
MED4CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	115	Coleoptera	Chrysomelidae	Criptocephalus	3
FRA2OP	3	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	5
MED4CA	2	4	Aizoacea	Carpobrotus_spp._acinaciformis	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
FRA2OP	3	25	Cactacea	Opuntia_stricta	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
MED4CA	2	7	Cistacea	Cistus_salvifolius	185	Hymenoptera	Andrenidae	Andrena	2
MED4CA	2	7	Cistacea	Cistus_salvifolius	188	Hymenoptera	Andrenidae	Andrena	1
MED4CA	2	18	Papilionacea	Dorichnium_pentaphylum	205	Coleoptera	Coleoptera2	C56	1
MED4CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	13	Hymenoptera	Apoidea	Apis_melifera	2
MED4CA	3	5	Cistacea	Cistus_albidus	13	Hymenoptera	Apoidea	Apis_melifera	2
MED4CA	3	24	Labiada	Lavandula_stoechas	13	Hymenoptera	Apoidea	Apis_melifera	3
MED4CA	3	18	Papilionacea	Dorichnium_pentaphylum	23	Hymenoptera	Colletidae	Colletes	1
MED4CA	3	7	Cistacea	Cistus_salvifolius	47	Hymenoptera	Formicidae	Plagiolepsis_pigmaea	1
MED4CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	52	Hymenoptera	Apoidea	Bombus_terrestris	2
MED4CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	3	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED4CA	3	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	3	7	Cistacea	Cistus_salvifolius	109	Coleoptera	Dasytidae	C4	1
MED4CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	114	Coleoptera	Dasytidae	Psilothrix	1
MED4CA	3	7	Cistacea	Cistus_salvifolius	114	Coleoptera	Dasytidae	Psilothrix	1
MED4CA	3	6	Cistacea	Cistus_monspeliensis	187	Hymenoptera	Andrenidae	Andrena	1
MED4CA	3	7	Cistacea	Cistus_salvifolius	187	Hymenoptera	Andrenidae	Andrena	1
MED4CA	3	5	Cistacea	Cistus_albidus	204	Hymenoptera	Andrenidae	Andrena	1
MED4CA	3	4	Aizoacea	Carpobrotus_spp._acinaciformis	207	Coleoptera	Coleotera1	C57	2
MED4CA	3	7	Cistacea	Cistus_salvifolius	207	Coleoptera	Coleotera1	C57	1
MED4CA	4	6	Cistacea	Cistus_monspeliensis	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
FRA2OP	3	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	2
MED4CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MED4CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	104	Coleoptera	Oedemeridae	Oedemera_nobilis	1
MED4CA	4	5	Cistacea	Cistus_albidus	104	Coleoptera	Oedemeridae	Oedemera_nobilis	2
MED4CA	4	7	Cistacea	Cistus_salvifolius	104	Coleoptera	Oedemeridae	Oedemera_nobilis	1
FRA2OP	3	25	Cactacea	Opuntia_stricta	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
FRA2OP	3	25	Cactacea	Opuntia_stricta	109	Coleoptera	Dasytidae	C4	2
MED4CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	105	Coleoptera	Oedemeridae	Oedemera_lurida	6
MED4CA	4	5	Cistacea	Cistus_albidus	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED4CA	4	7	Cistacea	Cistus_salvifolius	105	Coleoptera	Oedemeridae	Oedemera_lurida	2
MED4CA	4	6	Cistacea	Cistus_monspeliensis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	2
MED4CA	4	7	Cistacea	Cistus_salvifolius	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MED4CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
FRA2OP	3	25	Cactacea	Opuntia_stricta	216	Hymenoptera	Anthophoridae	Xylocopa	1
FRA2OP	3	25	Cactacea	Opuntia_stricta	217	Hymenoptera	Megachilidae	Anthidium	1
MED4CA	4	6	Cistacea	Cistus_monspeliensis	204	Hymenoptera	Andrenidae	Andrena	1
MED4CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	207	Coleoptera	Coleotera1	C57	1
MED4CA	4	7	Cistacea	Cistus_salvifolius	207	Coleoptera	Coleotera1	C57	1
MED4CA	4	4	Aizoacea	Carpobrotus_spp._acinaciformis	241	Hymenoptera	Anthophoridae	H241	1
FRA2OP	3	25	Cactacea	Opuntia_stricta	252	Hymenoptera	Formicidae	Camponotus_aetiops	2
FRA2OP	4	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	4
MED4CA	5	7	Cistacea	Cistus_salvifolius	104	Coleoptera	Oedemeridae	Oedemera_nobilis	2
MED4CA	5	4	Aizoacea	Carpobrotus_spp._acinaciformis	105	Coleoptera	Oedemeridae	Oedemera_lurida	2
MED4CA	5	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
FRA2OP	4	25	Cactacea	Opuntia_stricta	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
FRA2OP	4	25	Cactacea	Opuntia_stricta	35	Hymenoptera	Halictidae	Lasioglossum	1
MED4CA	5	4	Aizoacea	Carpobrotus_spp._acinaciformis	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
FRA2OP	4	25	Cactacea	Opuntia_stricta	39	Hymenoptera	Colletidae	Hylaeus_nigritus	2
FRA2OP	4	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	2
MED4CA	5	6	Cistacea	Cistus_monspeliensis	204	Hymenoptera	Andrenidae	Andrena	1
FRA2OP	4	25	Cactacea	Opuntia_stricta	216	Hymenoptera	Anthophoridae	Xylocopa	2
FRA2OP	4	25	Cactacea	Opuntia_stricta	252	Hymenoptera	Formicidae	Camponotus_aetiops	3
MIQ2OP	1	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	3
MED4CA	6	4	Aizoacea	Carpobrotus_spp._acinaciformis	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MED4CA	6	6	Cistacea	Cistus_monspeliensis	105	Coleoptera	Oedemeridae	Oedemera_lurida	3
MIQ2OP	1	25	Cactacea	Opuntia_stricta	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
MIQ2OP	1	25	Cactacea	Opuntia_stricta	35	Hymenoptera	Halictidae	Lasioglossum	1
MIQ2OP	1	25	Cactacea	Opuntia_stricta	126	Coleoptera	Mordelidae	Mordellistena_pumila	3
MIQ1OP	1	27	Dipsacacea	Scabiosa_stellata	13	Hymenoptera	Apoidea	Apis_melifera	3
MIQ2OP	1	25	Cactacea	Opuntia_stricta	204	Hymenoptera	Andrenidae	Andrena	1
MIQ2OP	1	25	Cactacea	Opuntia_stricta	216	Hymenoptera	Anthophoridae	Xylocopa	3
MIQ1OP	1	14	Umbelifera	Daucus_carota_carota	29	Hymenoptera	Halictidae	Halictus_gemmeus	1
MIQ2OP	2	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	4
MIQ1OP	1	27	Dipsacacea	Scabiosa_stellata	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MIQ1OP	1	26	Papilionacea	Psoralea_bituminosa	109	Coleoptera	Dasytidae	C4	2
MIQ2OP	2	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	2
MIQ1OP	1	14	Umbelifera	Daucus_carota_carota	119	Coleoptera	Mordelidae	Mordella_bipunctata	3
MIQ1OP	1	14	Umbelifera	Daucus_carota_carota	123	Coleoptera	Cleridae	Trichodes_apiarius	1
MIQ2OP	2	25	Cactacea	Opuntia_stricta	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MIQ1OP	1	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
MIQ2OP	2	25	Cactacea	Opuntia_stricta	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
MIQ1OP	1	27	Dipsacacea	Scabiosa_stellata	177	Diptera	Bumbilidae	D22	1
MIQ1OP	1	27	Dipsacacea	Scabiosa_stellata	204	Hymenoptera	Andrenidae	Andrena	1
MIQ2OP	2	25	Cactacea	Opuntia_stricta	216	Hymenoptera	Anthophoridae	Xylocopa	3
MIQ1OP	1	53	Crucifera	Brassica_fruticulosa	224	Hymenoptera	Colletidae	Colletes	1
MIQ1OP	1	27	Dipsacacea	Scabiosa_stellata	233	Diptera	Diptera3	D28	1
MIQ2OP	3	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	3
MIQ2OP	3	25	Cactacea	Opuntia_stricta	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
MIQ1OP	1	27	Dipsacacea	Scabiosa_stellata	240	Diptera	Diptera1	D35	1
MIQ1OP	1	13	Convolvulacea	Convolvulus_althaeoides	242	Hymenoptera	Halictidae	Halictus	1
MIQ2OP	3	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MIQ2OP	3	25	Cactacea	Opuntia_stricta	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MIQ2OP	3	25	Cactacea	Opuntia_stricta	216	Hymenoptera	Anthophoridae	Xylocopa	2
MIQ1OP	1	14	Umbelifera	Daucus_carota_carota	252	Hymenoptera	Formicidae	Camponotus_aetiops	1
MIQ2OP	4	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	1
MIQ1OP	2	27	Dipsacacea	Scabiosa_stellata	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MIQ1OP	2	14	Umbelifera	Daucus_carota_carota	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MIQ1OP	2	27	Dipsacacea	Scabiosa_stellata	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MIQ2OP	4	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	5
MIQ1OP	2	14	Umbelifera	Daucus_carota_carota	123	Coleoptera	Cleridae	Trichodes_apiarius	1
MIQ2OP	4	25	Cactacea	Opuntia_stricta	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	17
MIQ2OP	4	25	Cactacea	Opuntia_stricta	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
MIQ1OP	3	14	Umbelifera	Daucus_carota_carota	29	Hymenoptera	Halictidae	Halictus_gemmeus	1
MIQ1OP	3	27	Dipsacacea	Scabiosa_stellata	71	Lepidoptera	Papilonidae	Papilion_machaon	1
MIQ1OP	3	14	Umbelifera	Daucus_carota_carota	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MIQ2OP	4	25	Cactacea	Opuntia_stricta	216	Hymenoptera	Anthophoridae	Xylocopa	2
MIQ1OP	3	14	Umbelifera	Daucus_carota_carota	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
MIQ1OP	3	14	Umbelifera	Daucus_carota_carota	109	Coleoptera	Dasytidae	C4	1
MIQ1OP	3	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	5
MIQ1OP	3	20	Umbelifera	Eryngium_campestre	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
MIQ1OP	3	14	Umbelifera	Daucus_carota_carota	204	Hymenoptera	Andrenidae	Andrena	4
MIQ1OP	3	20	Umbelifera	Eryngium_campestre	204	Hymenoptera	Andrenidae	Andrena	2
MIQ1OP	4	27	Dipsacacea	Scabiosa_stellata	21	Hymenoptera	Anthophoridae	Ceratina_curcubitina	1
MIQ1OP	4	20	Umbelifera	Eryngium_campestre	75	Lepidoptera	Nymphalidae	Vanesa_atlantica	1
MIQ1OP	4	14	Umbelifera	Daucus_carota_carota	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MIQ1OP	4	27	Dipsacacea	Scabiosa_stellata	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
MIQ1OP	4	14	Umbelifera	Daucus_carota_carota	123	Coleoptera	Cleridae	Trichodes_apiarius	1
MIQ1OP	4	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
MIQ1OP	4	20	Umbelifera	Eryngium_campestre	204	Hymenoptera	Andrenidae	Andrena	1
MIQ1OP	4	14	Umbelifera	Daucus_carota_carota	228	Hymenoptera	Colletidae	Hylaeus	1
MIQ1OP	4	14	Umbelifera	Daucus_carota_carota	238	Diptera	Tachinidae	D33	1
SEL2OP	1	25	Cactacea	Opuntia_stricta	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	3
MIQ2OP	1	27	Dipsacacea	Scabiosa_stellata	13	Hymenoptera	Apoidea	Apis_melifera	4
SEL2OP	1	25	Cactacea	Opuntia_stricta	109	Coleoptera	Dasytidae	C4	2
SEL2OP	1	25	Cactacea	Opuntia_stricta	119	Coleoptera	Mordelidae	Mordella_bipunctata	2
MIQ2OP	1	14	Umbelifera	Daucus_carota_carota	29	Hymenoptera	Halictidae	Halictus_gemmeus	1
SEL2OP	1	25	Cactacea	Opuntia_stricta	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
MIQ2OP	1	14	Umbelifera	Daucus_carota_carota	109	Coleoptera	Dasytidae	C4	3
MIQ2OP	1	14	Umbelifera	Daucus_carota_carota	119	Coleoptera	Mordelidae	Mordella_bipunctata	2
MIQ2OP	1	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	3
SEL2OP	1	25	Cactacea	Opuntia_stricta	213	Hymenoptera	Scolidae	Scolia	1
MIQ2OP	1	13	Convolvulacea	Convolvulus_althaeoides	204	Hymenoptera	Andrenidae	Andrena	1
MIQ2OP	1	14	Umbelifera	Daucus_carota_carota	204	Hymenoptera	Andrenidae	Andrena	3
SEL2OP	1	25	Cactacea	Opuntia_stricta	217	Hymenoptera	Megachilidae	Anthidium	1
SEL2OP	2	25	Cactacea	Opuntia_stricta	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
SEL2OP	2	25	Cactacea	Opuntia_stricta	13	Hymenoptera	Apoidea	Apis_melifera	3
SEL2OP	2	25	Cactacea	Opuntia_stricta	34	Hymenoptera	Halictidae	Lasioglossum	1
MIQ2OP	1	14	Umbelifera	Daucus_carota_carota	235	Diptera	Tachinidae	D30	1
MIQ2OP	1	27	Dipsacacea	Scabiosa_stellata	242	Hymenoptera	Halictidae	Halictus	1
SEL2OP	2	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	2
SEL2OP	2	25	Cactacea	Opuntia_stricta	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
SEL2OP	2	25	Cactacea	Opuntia_stricta	217	Hymenoptera	Megachilidae	Anthidium	2
MIQ2OP	2	27	Dipsacacea	Scabiosa_stellata	13	Hymenoptera	Apoidea	Apis_melifera	3
SEL2OP	3	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	1
SEL2OP	3	25	Cactacea	Opuntia_stricta	216	Hymenoptera	Anthophoridae	Xylocopa	2
SEL2OP	4	25	Cactacea	Opuntia_stricta	52	Hymenoptera	Apoidea	Bombus_terrestris	1
MIQ2OP	2	14	Umbelifera	Daucus_carota_carota	119	Coleoptera	Mordelidae	Mordella_bipunctata	4
MIQ2OP	2	20	Umbelifera	Eryngium_campestre	125	Coleoptera	Oedemeridae	Oedemera_flavipes	2
SEL2OP	3	16	Cariofilacea	Dianthus_caryophillus	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
FRA1OP	4	28	Crassulacea	Sedum_sediforme	26	Hymenoptera	Halictidae	Halictus_pyrenaicus	1
FRA1OP	4	28	Crassulacea	Sedum_sediforme	29	Hymenoptera	Halictidae	Halictus_gemmeus	2
FRA1OP	4	28	Crassulacea	Sedum_sediforme	204	Hymenoptera	Andrenidae	Andrena	1
FRA2OP	4	28	Crassulacea	Sedum_sediforme	29	Hymenoptera	Halictidae	Halictus_gemmeus	3
MIQ2OP	3	28	Crassulacea	Sedum_sediforme	29	Hymenoptera	Halictidae	Halictus_gemmeus	1
MIQ2OP	3	27	Dipsacacea	Scabiosa_stellata	72	Lepidoptera	Pieridae	Pieris_rapae	1
MIQ2OP	4	28	Crassulacea	Sedum_sediforme	213	Hymenoptera	Scolidae	Scolia	1
MIQ2OP	3	27	Dipsacacea	Scabiosa_stellata	123	Coleoptera	Cleridae	Trichodes_apiarius	1
MIQ2OP	3	14	Umbelifera	Daucus_carota_carota	204	Hymenoptera	Andrenidae	Andrena	1
MIQ2OP	3	14	Umbelifera	Daucus_carota_carota	212	Hymenoptera	Calcididae	H83	1
SEL10P	4	28	Crassulacea	Sedum_sediforme	13	Hymenoptera	Apoidea	Apis_melifera	1
MIQ2OP	3	14	Umbelifera	Daucus_carota_carota	235	Diptera	Tachinidae	D30	1
SEL1OP	2	28	Crassulacea	Sedum_sediforme	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
MIQ2OP	4	14	Umbelifera	Daucus_carota_carota	29	Hymenoptera	Halictidae	Halictus_gemmeus	2
MIQ2OP	4	20	Umbelifera	Eryngium_campestre	29	Hymenoptera	Halictidae	Halictus_gemmeus	3
MIQ2OP	4	20	Umbelifera	Eryngium_campestre	39	Hymenoptera	Colletidae	Hylaeus_nigritus	1
SEL1OP	3	28	Crassulacea	Sedum_sediforme	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
SEL1OP	3	28	Crassulacea	Sedum_sediforme	213	Hymenoptera	Scolidae	Scolia	1
SEL1OP	3	28	Crassulacea	Sedum_sediforme	218	Hymenoptera	Anthophoridae	Nomada	1
MIQ2OP	4	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
MIQ2OP	4	20	Umbelifera	Eryngium_campestre	162	Coleoptera	Buprestidae	C53	1
MIQ2OP	4	20	Umbelifera	Eryngium_campestre	204	Hymenoptera	Andrenidae	Andrena	2
SEL1OP	3	28	Crassulacea	Sedum_sediforme	221	Hymenoptera	Megachilidae	H92	2
SEL1OP	4	28	Crassulacea	Sedum_sediforme	28	Hymenoptera	Halictidae	Halictus	1
MIQ2OP	5	27	Dipsacacea	Scabiosa_stellata	56	Diptera	Bumbilidae	Conophorus_virescens	1
SEL1OP	4	28	Crassulacea	Sedum_sediforme	52	Hymenoptera	Apoidea	Bombus_terrestris	1
SEL1OP	1	66	Rutaceae	Ruta_chalepensis	45	Hymenoptera	Vespidae	Polistes_gallicum	1
SEL1OP	1	14	Umbelifera	Daucus_carota_carota	109	Coleoptera	Dasytidae	C4	12
SEL1OP	4	28	Crassulacea	Sedum_sediforme	204	Hymenoptera	Andrenidae	Andrena	1
SEL1OP	1	66	Rutaceae	Ruta_chalepensis	123	Coleoptera	Cleridae	Trichodes_apiarius	1
SEL1OP	1	66	Rutaceae	Ruta_chalepensis	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
SEL1OP	1	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	3
SEL1OP	1	66	Rutaceae	Ruta_chalepensis	126	Coleoptera	Mordelidae	Mordellistena_pumila	4
SEL1OP	1	14	Umbelifera	Daucus_carota_carota	167	Coleoptera	Oedemeridae	Oedemera_barbara	1
SEL1OP	1	66	Rutaceae	Ruta_chalepensis	204	Hymenoptera	Andrenidae	Andrena	3
SEL1OP	1	26	Papilionacea	Psoralea_bituminosa	217	Hymenoptera	Megachilidae	Anthidium	1
SEL1OP	1	23	Cistacea	Helianthemum_guttatum	221	Hymenoptera	Megachilidae	H92	1
SEL1OP	2	27	Dipsacacea	Scabiosa_stellata	13	Hymenoptera	Apoidea	Apis_melifera	1
SEL1OP	2	26	Papilionacea	Psoralea_bituminosa	35	Hymenoptera	Halictidae	Lasioglossum	1
SEL1OP	2	66	Rutaceae	Ruta_chalepensis	39	Hymenoptera	Colletidae	Hylaeus_nigritus	2
SEL1OP	2	14	Umbelifera	Daucus_carota_carota	109	Coleoptera	Dasytidae	C4	3
SEL1OP	4	28	Crassulacea	Sedum_sediforme	224	Hymenoptera	Colletidae	Colletes	2
SEL1OP	2	14	Umbelifera	Daucus_carota_carota	119	Coleoptera	Mordelidae	Mordella_bipunctata	2
SEL1P	3	28	Crassulacea	Sedum_sediforme	119	Coleoptera	Mordelidae	Mordella_bipunctata	1
SEL1OP	2	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	3
SEL1OP	2	20	Umbelifera	Eryngium_campestre	126	Coleoptera	Mordelidae	Mordellistena_pumila	3
SEL1OP	2	20	Umbelifera	Eryngium_campestre	167	Coleoptera	Oedemeridae	Oedemera_barbara	1
SEL2OP	3	28	Crassulacea	Sedum_sediforme	123	Coleoptera	Cleridae	Trichodes_apiarius	1
SEL1OP	2	66	Rutaceae	Ruta_chalepensis	219	Hymenoptera	Sphecidae	Cerceris	1
SEL1OP	2	27	Dipsacacea	Scabiosa_stellata	242	Hymenoptera	Halictidae	Halictus	1
SEL1OP	3	20	Umbelifera	Eryngium_campestre	125	Coleoptera	Oedemeridae	Oedemera_flavipes	3
SEL1OP	3	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
SEL2OP	4	28	Crassulacea	Sedum_sediforme	204	Hymenoptera	Andrenidae	Andrena	1
SEL1OP	3	66	Rutaceae	Ruta_chalepensis	204	Hymenoptera	Andrenidae	Andrena	2
SEL2OP	4	28	Crassulacea	Sedum_sediforme	217	Hymenoptera	Megachilidae	Anthidium	1
BAT1CA	2	1	Crucifera	Alyssum_maritimum	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
BAT1CA	4	1	Crucifera	Alyssum_maritimum	125	Coleoptera	Oedemeridae	Oedemera_flavipes	1
BAT2CA	2	1	Crucifera	Alyssum_maritimum	32	Hymenoptera	Halictidae	Lasioglossum	1
BAT2CA	2	1	Crucifera	Alyssum_maritimum	193	Hymenoptera	Andrenidae	Andrena	1
SEL1OP	4	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	4
BAT2CA	4	1	Crucifera	Alyssum_maritimum	105	Coleoptera	Oedemeridae	Oedemera_lurida	1
BAT1CA	5	41	Papilionacea	Lathirus_clymenum	11	Hymenoptera	Megachilidae	Anthidium_sticticum	2
BAT2CA	5	41	Papilionacea	Lathirus_clymenum	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
SEL2OP	1	14	Umbelifera	Daucus_carota_carota	2	Hymenoptera	Eulophidae?_Scelionidae?	H27	1
SEL2OP	1	66	Rutaceae	Ruta_chalepensis	29	Hymenoptera	Halictidae	Halictus_gemmeus	1
SEL2OP	1	66	Rutaceae	Ruta_chalepensis	45	Hymenoptera	Vespidae	Polistes_gallicum	1
MED2CA	2	41	Papilionacea	Lathirus_clymenum	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
SEL2OP	1	26	Papilionacea	Psoralea_bituminosa	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	3
SEL2OP	1	14	Umbelifera	Daucus_carota_carota	109	Coleoptera	Dasytidae	C4	10
BAT1CA	1	30	Timeleacea	Thymelaea_hirusta	13	Hymenoptera	Apoidea	Apis_melifera	2
SEL2OP	1	14	Umbelifera	Daucus_carota_carota	112	Coleoptera	Ptinidae?_Bruchidae?	C7	1
SEL2OP	1	14	Umbelifera	Daucus_carota_carota	114	Coleoptera	Dasytidae	Psilothrix	1
BAT1CA	1	30	Timeleacea	Thymelaea_hirusta	45	Hymenoptera	Vespidae	Polistes_gallicum	1
SEL2OP	1	14	Umbelifera	Daucus_carota_carota	125	Coleoptera	Oedemeridae	Oedemera_flavipes	2
